Rk,Player,Age,Team,Lg,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,GIDP,HBP,SH,SF,IBB,Pos,Awards
347,Masataka Yoshida*,31,BOS,AL,0.2,55,205,188,16,50,11,0,4,26,3,0,10,24,0.266,0.307,0.388,0.696,93,0.32,100,73,3,3,0,4,0,D/H79,
348,José Herrera#,28,ARI,NL,0,57,204,166,21,31,6,0,2,17,0,0,23,47,0.187,0.285,0.259,0.544,53,0.254,49,43,2,1,11,3,0,1-Feb,
349,Yordan Alvarez*,28,HOU,AL,0.7,48,199,165,17,45,8,0,6,27,1,1,28,33,0.273,0.367,0.43,0.797,121,0.339,117,71,1,0,0,6,5,D7/H,
350,Darell Hernaiz,23,ATH,AL,-0.2,51,197,173,17,40,5,1,2,16,3,4,17,24,0.231,0.292,0.306,0.599,67,0.273,72,53,2,0,2,5,0,654,
351,Gio Urshela,33,ATH,AL,-1,59,197,181,10,43,14,1,0,20,0,1,13,40,0.238,0.287,0.326,0.613,71,0.271,68,59,6,0,2,1,0,5/3DH,
352,David Hamilton*,27,BOS,AL,1,91,194,177,27,35,4,1,6,19,22,6,13,47,0.198,0.257,0.333,0.59,63,0.274,60,59,3,1,3,0,0,4H6/D5,
353,Luisangel Acuña,23,NYM,NL,0.6,95,193,175,30,41,7,0,0,8,16,1,13,37,0.234,0.293,0.274,0.567,63,0.273,59,48,6,2,2,1,0,4H/658,
354,Andy Ibáñez,32,DET,AL,0.6,91,193,176,24,42,8,0,4,21,4,1,12,26,0.239,0.301,0.352,0.653,81,0.292,80,62,6,4,0,1,0,5H4/3D67,
355,Christian Koss,27,SFG,NL,1.8,74,191,174,25,46,9,0,3,23,4,1,9,45,0.264,0.309,0.368,0.676,94,0.317,103,64,4,3,3,2,0,4H5/61D,
356,Justin Turner,40,CHC,NL,-0.1,80,191,169,14,37,7,0,3,18,2,0,17,37,0.219,0.288,0.314,0.602,75,0.282,81,53,3,1,0,4,0,3HD5,
357,Amed Rosario,29,2TM,2LG,0.3,62,191,181,20,50,11,0,6,23,1,0,7,31,0.276,0.309,0.436,0.745,109,0.328,109,79,6,2,0,1,0,54H/9D16,
358,Ha-Seong Kim,29,2TM,2LG,0.3,48,191,171,19,40,4,0,5,17,6,2,16,39,0.234,0.304,0.345,0.649,83,0.29,80,59,2,2,0,2,0,6/4H,
359,Matt Thaiss*,30,2TM,AL,1.2,60,190,156,16,34,6,1,1,16,1,1,29,46,0.218,0.349,0.288,0.638,83,0.299,89,45,2,3,1,1,0,2/H3D,
360,Nick Loftin,26,KCR,AL,-0.4,67,188,168,17,35,9,2,4,20,1,1,14,27,0.208,0.278,0.357,0.635,77,0.273,70,60,7,3,1,2,0,7H45/3D,
361,Connor Wong,29,BOS,AL,-0.6,63,188,168,16,32,8,0,0,7,2,1,16,42,0.19,0.262,0.238,0.5,42,0.242,46,40,7,1,1,2,0,2/H3D,
362,Luis Matos,23,SFG,NL,-0.2,57,184,172,26,38,9,1,8,22,4,0,11,27,0.221,0.266,0.424,0.691,95,0.306,93,73,5,0,0,1,0,97/8HD,
363,Ronny Mauricio#,24,NYM,NL,0.7,61,184,168,19,38,6,0,6,10,4,0,15,54,0.226,0.293,0.369,0.663,88,0.303,89,62,5,1,0,0,1,5H/46D,
364,Christian Moore,22,LAA,AL,0.1,53,184,162,20,32,5,1,7,16,3,0,19,62,0.198,0.284,0.37,0.655,81,0.289,77,60,3,1,1,1,0,4/H,
365,Graham Pauley*,24,MIA,NL,0.7,62,184,161,18,36,9,1,4,11,2,0,21,36,0.224,0.311,0.366,0.678,88,0.303,85,59,1,0,1,1,0,5/438,
366,Jeremiah Jackson,25,BAL,AL,0.4,48,183,170,20,47,10,2,5,21,0,2,11,50,0.276,0.328,0.447,0.775,117,0.329,116,76,6,2,0,0,0,95/HD4,
367,Sam Haggerty#,31,TEX,AL,0.9,64,182,162,31,41,7,3,2,13,12,4,16,37,0.253,0.328,0.37,0.698,106,0.334,123,60,1,2,1,0,1,H78D/49,
368,Austin Martin,26,MIN,AL,0.7,50,181,156,22,44,8,1,1,7,11,4,22,31,0.282,0.374,0.365,0.74,106,0.333,107,57,6,1,2,0,0,78/H4,
369,Austin Hedges,32,CLE,AL,-0.4,68,180,155,13,25,3,0,5,10,1,2,18,43,0.161,0.25,0.277,0.527,47,0.233,40,43,2,1,4,2,0,1-Feb,
370,Leody Taveras#,26,2TM,AL,-0.5,58,180,171,13,35,6,1,3,17,9,3,5,50,0.205,0.226,0.304,0.53,54,0.236,50,52,0,0,3,1,0,89/H,
371,Donovan Solano,37,2TM,AL,-0.1,71,179,166,10,41,4,1,3,21,0,0,8,40,0.247,0.291,0.337,0.628,82,0.28,83,56,9,3,0,2,0,3H/45,
372,Jack Suwinski*,26,PIT,NL,-0.3,59,178,150,15,22,7,0,3,10,7,1,24,57,0.147,0.281,0.253,0.534,51,0.258,51,38,1,4,0,0,1,879/HD,
373,Alejandro Osuna*,22,TEX,AL,0.2,63,176,151,12,32,4,0,2,15,5,4,21,34,0.212,0.313,0.278,0.591,77,0.264,79,42,1,2,0,2,1,79/DH8,
374,Miles Mastrobuoni*,29,SEA,AL,0.2,76,175,152,20,38,4,0,1,12,6,3,17,29,0.25,0.324,0.296,0.62,83,0.279,82,45,2,0,5,1,0,H5497/13D,
375,John Rave*,27,KCR,AL,0.1,72,175,153,18,30,5,0,4,14,7,2,18,46,0.196,0.283,0.307,0.59,66,0.266,61,47,1,1,2,1,0,978/HD,
376,Tyler Heineman#,34,TOR,AL,1.9,61,174,149,25,43,8,1,3,20,2,0,12,31,0.289,0.361,0.416,0.777,114,0.339,112,62,1,6,5,2,0,2/H1,
377,Johan Rojas,24,PHI,NL,0.5,71,172,152,23,34,3,2,1,18,12,2,13,40,0.224,0.28,0.289,0.569,57,0.271,53,44,2,0,4,3,0,8H/D,
378,Blake Perkins#,28,MIL,NL,0.3,54,171,155,25,35,6,2,3,19,7,2,15,47,0.226,0.298,0.348,0.647,81,0.296,81,54,4,1,0,0,0,8/HD,
379,Hyeseong Kim*,26,LAD,NL,1.7,71,170,161,19,45,6,1,3,17,13,1,7,52,0.28,0.314,0.385,0.699,95,0.335,102,62,0,1,1,0,0,4H86,
380,José Tena*,24,WSN,NL,0.3,50,169,152,19,37,13,2,0,16,3,1,15,37,0.243,0.314,0.355,0.669,91,0.297,88,54,4,1,0,1,0,5/4HD,
381,Yohel Pozo,28,STL,NL,0.2,67,168,160,16,37,8,0,5,19,0,0,7,22,0.231,0.262,0.375,0.637,78,0.281,76,60,4,0,0,1,0,2H/3D,
382,Heston Kjerstad*,26,BAL,AL,-1.6,54,167,156,16,30,5,2,4,19,1,0,6,45,0.192,0.24,0.327,0.566,58,0.253,56,51,9,4,0,1,0,79/HD,
383,Thairo Estrada,29,COL,NL,-0.4,39,165,154,14,39,9,0,3,21,1,3,6,26,0.253,0.285,0.37,0.655,73,0.286,72,57,6,2,0,3,0,4,
384,Martín Maldonado,38,SDP,NL,-0.2,64,161,147,11,30,6,0,4,12,0,0,8,57,0.204,0.245,0.327,0.572,57,0.258,53,48,3,0,6,0,0,2,
385,Austin Slater,32,2TM,AL,-0.1,65,160,148,22,32,6,1,5,13,1,0,11,51,0.216,0.27,0.372,0.642,78,0.289,80,55,6,0,1,0,0,79H/D813,
386,Denzel Clarke,25,ATH,AL,1,47,159,148,18,34,8,2,3,8,6,0,6,61,0.23,0.274,0.372,0.646,78,0.285,69,55,1,3,2,0,0,8/H,
387,David Fry,29,CLE,AL,-0.8,66,157,146,16,25,4,0,8,23,1,0,9,58,0.171,0.229,0.363,0.592,61,0.256,54,53,3,2,0,0,0,DH,
388,Kyle Karros,22,COL,NL,0,43,156,137,20,31,4,0,1,9,0,0,15,41,0.226,0.308,0.277,0.585,58,0.274,57,38,5,2,0,2,0,5/DH,
389,Dalton Rushing*,24,LAD,NL,0.2,53,155,142,15,29,5,0,4,24,0,0,10,58,0.204,0.258,0.324,0.582,63,0.263,61,46,1,1,0,2,0,2/H3D,
390,Jhonkensy Noel,23,CLE,AL,-1.4,69,153,148,19,24,2,0,6,13,0,0,4,52,0.162,0.183,0.297,0.48,31,0.211,22,44,4,0,0,1,0,9H/37D,
391,Alan Roden*,25,2TM,AL,-0.6,55,153,136,17,26,6,1,2,9,1,1,8,37,0.191,0.261,0.294,0.556,53,0.244,46,40,0,6,0,3,0,79/H8,
392,Jahmai Jones,27,DET,AL,0.9,72,150,129,21,37,11,1,7,23,2,0,18,32,0.287,0.387,0.55,0.937,157,0.403,160,71,3,3,0,0,1,HD97/4,
393,Bryce Teodosio,26,LAA,AL,0.5,50,150,138,12,28,7,2,1,7,7,1,5,47,0.203,0.248,0.304,0.553,53,0.247,42,42,2,4,1,2,0,8,
394,Derek Hill,29,2TM,2LG,1.1,57,149,134,19,29,6,0,3,11,7,0,9,48,0.216,0.281,0.328,0.609,69,0.285,66,44,3,3,3,0,0,8/HD,
395,Will Wagner*,26,2TM,2LG,-0.6,55,149,129,15,29,7,0,0,7,1,0,17,28,0.225,0.324,0.279,0.603,70,0.297,82,36,3,2,1,0,0,5H3/D4,
396,Brandon Lockridge,28,2TM,NL,0.2,67,148,134,17,31,7,1,0,11,10,1,8,36,0.231,0.276,0.299,0.574,60,0.266,51,40,2,1,3,2,0,78H9/D,
397,James Outman*,28,2TM,2LG,-1,59,148,134,19,18,5,1,6,11,1,0,12,63,0.134,0.216,0.321,0.537,47,0.249,48,43,0,2,0,0,0,897/HD,
398,Yanquiel Fernández*,22,COL,NL,-0.8,52,147,138,13,31,5,0,4,11,0,0,8,44,0.225,0.265,0.348,0.613,62,0.269,54,48,4,0,0,1,0,D9/H7,
399,Warming Bernabel,23,COL,NL,0,40,146,139,15,35,8,1,4,14,1,1,7,25,0.252,0.288,0.41,0.698,84,0.311,85,57,2,0,0,0,0,3/5DH,
400,Joshua Palacios*,29,CHW,AL,-1.2,51,145,128,11,26,4,0,3,9,0,0,12,36,0.203,0.292,0.305,0.596,68,0.276,71,39,0,4,1,0,0,97/HD,
401,DJ LeMahieu,36,NYY,AL,0.6,45,142,128,13,34,3,0,2,12,0,0,14,35,0.266,0.338,0.336,0.674,91,0.307,95,43,4,0,0,0,0,4/H,
402,Jake Rogers,30,DET,AL,0.2,46,142,123,14,23,5,2,3,19,0,0,15,39,0.187,0.277,0.333,0.61,69,0.28,73,41,3,1,1,2,0,2/1HD,
403,Lane Thomas,29,CLE,AL,-0.6,39,142,125,10,20,2,0,4,11,4,1,14,44,0.16,0.246,0.272,0.518,45,0.242,43,34,4,1,0,2,0,8/H9D,
404,Reese McGuire*,30,CHC,NL,0.3,44,140,133,17,30,2,0,9,24,0,0,4,27,0.226,0.245,0.444,0.688,94,0.289,87,59,3,0,1,2,0,2/H1,
405,Kyren Paris,23,LAA,AL,0.7,44,140,126,20,24,4,1,6,11,7,1,10,59,0.19,0.266,0.381,0.647,77,0.302,83,48,1,3,0,0,0,84/H7D,
406,C.J. Kayfus*,23,CLE,AL,0.1,44,138,123,16,27,10,1,4,19,4,0,11,38,0.22,0.292,0.415,0.707,94,0.311,90,51,0,2,1,1,0,93/HD,
407,Dylan Beavers*,23,BAL,AL,1,35,137,110,16,25,5,1,4,14,2,2,26,36,0.227,0.375,0.4,0.775,120,0.346,128,44,0,0,1,0,0,79/H,
